Company Name,Title,Location,Stipend
Indian Gifts Portal,Customer Service/Customer Support,Noida,"₹ 12,000 /month"
Narigiri's Connect To Universe Private Limited,Online Abacus Tutoring,Work From Home,"₹ 1,500-8,000 /month"
Viral Bulls Digital Soultions,Social Media Marketing,Mumbai,"₹ 5,000-15,000 /month"
MRM,Digital Marketing,Delhi,"₹ 5,000-10,000 /month"
MoxiOutsourcing,Human Resources (HR),Jaipur,"₹ 5,000-6,000 /month"
HealthFlex,Founder's Office,Bangalore,"₹ 15,000 /month"
Applicate IT Solutions Private Limited,Talent Acquisition,Work From Home,"₹ 21,000 /month"
SaaSAro,Content Writing,Bangalore,"₹ 5,000-10,000 /month"
Analytics Jobs,Backend Development,Noida,"₹ 25,000 /month"
Cognochain Software Private Limited,Marketing - Information Technology,Work From Home,"₹ 10,000 /month"
HealthFlex,Evangelist Sales,Work From Home,"₹ 15,000 /month"
Deeps Shop,Search Engine Optimization (SEO),Pune,"₹ 5,000 /month"
HealthFlex,Prospecting Ninja,Ahmedabad,"₹ 15,000 /month"
Yahweh Software Solutions,Digital Marketing,Gurgaon,"₹ 5,000 /month +  Incentives"
AntWalk,Customer Success,Chennai,"₹ 8,000-15,000 /month"
Alemeno,Backend Development,Bangalore,"₹ 15,000-20,000 /month"
Aashish A Mathesul,Digital Marketing,Hyderabad,"₹ 5,000 /month +  Incentives"
Cocotechoes Solutions Pvt Ltd,Business Development (Sales),Work From Home,"₹ 15,000 /month"
EmpowHER India,Market Research,Mumbai,Unpaid
Daak Street,Fashion Design,Ghaziabad,"₹ 8,000 /month"
WeSkill,Digital Marketing,Gurgaon,"₹ 1,000 /month +  Incentives"
MyMegaminds,Mobile App Development,Bangalore,"₹ 10,000 /month"
Educase India,Telecalling,Work From Home,"₹ 5,000 /month +  Incentives"
Cricket Tracker Networks,Search Engine Optimization (SEO),Work From Home,"₹ 10,000 /month"
Quess Corporation Limited,Market Research,Noida,"₹ 25,000 /month"
Newton House,Human Resources (HR),Delhi,"₹ 2,000 /month"
Svelte Couture,Graphic Design,Mumbai,"₹ 4,000 /month +  Incentives"
Microgen Hygiene,Sales,Thane,"₹ 5,000 /month +  Incentives"
Analystt.ai,Event Management,Delhi,"₹ 5,000 /month"
AMs Project Consultants Private Limited,Civil Engineering,Work From Home,"₹ 8,000 /month"
Internshala Trainings,Digital Marketing Teaching Assistance,Mumbai,"₹ 18,000 /month"
HealthFlex,Operations,Noida,"₹ 15,000 /month"
Sakshi Parihar,Search Engine Optimization (SEO),Gurgaon,"₹ 3,000 /month +  Incentives"
Shubhangi Goel,Accounting & Tally,Thane,"₹ 5,000-10,000 /month"
RABS DIGITAL,Digital Marketing,Work From Home,"₹ 10,000-40,000 /month"
Bhaguyashree Mhatre,Digital Marketing,Work From Home,"₹ 4,000 /month +  Incentives"
She Can Foundation,Virtual Charity Drive,Work From Home,20% of Total Amount Raised
She Can Foundation,Virtual Charity Drive (Fundraising),Mumbai,20% of Total Amount Raised
Hemika Kumar,Content Development (English),Noida,"₹ 20,000-30,000 /month"
Vaahe,Marketing,Noida,"₹ 10,000-15,000 /month"
Flora Integrated Technologies,CCTV Technician,Noida,"₹ 6,000 /month"
"JBCN International School, Oshiwara",Marketing And Communications,Mumbai,"₹ 10,000-15,000 /month"
Trrupti A Khan,Business Development (Sales),Hyderabad,"₹ 5,000-7,000 /month"
She Can Foundation,Fundraising Operations,Bangalore,20% of Total Amount Raised
Zucol Group Of Companies,Human Resources (HR),Pune,"₹ 10,000 /month"
McKinley & Rice Creativity Private Limited,Electronics And Electrical,Delhi,"₹ 8,000-15,000 /month"
Landmark Insurance Brokers Private Limited,Recruitment,Gurgaon,"₹ 8,000 /month"
Reclame Digital Media,Client Servicing,Work From Home,"₹ 10,000 /month"
The House Of Real Estate,Sales Consultant,Mumbai,"₹ 10,000 /month"
Kreshya Private Limited,Sales And Marketing,Bangalore,"₹ 15,000 /month"
Jusbaked Patisserie,Social Media Marketing,Delhi,"₹ 10,000 /month"
Abp Network,HR Consultant,Delhi,"₹ 10,000 /month"
Bharat Singh,Accounting & Taxation,Work From Home,"₹ 8,000 /month"
Cure And Care Wellness Private Limited,Full Stack Development,Noida,"₹ 25,000 /month"
GetDirect,Field Sales,Mumbai,"₹ 8,000 /month +  Incentives"
Team Hotels And Resorts Private Limited,Human Resources (HR),Work From Home,"₹ 12,000 /month"
Sarita Gupta,Social Media Marketing,Work From Home,"₹ 4,000 /month +  Incentives"
Pranav Mathur,Field Sales,Work From Home,"₹ 3,000-5,000 /month"
MediDigest System Private Limited,Accounting & Bookkeeping,Faridabad,"₹ 5,000 /month"
Ranklift,Virtual Assistant,Delhi,"₹ 5,000 /month"
Relish Desserts & More,Product Marketing,Faridabad,"₹ 3,000-5,000 /month"
Doctor's App,Digital Marketing,Bangalore,"₹ 3,000 /month"
Elinorr Beauty,Social Media Marketing,Hyderabad,"₹ 6,000 /month"
Factacy.Ai,DevOps Engineering,Ahmedabad,"₹ 15,000 /month"
Wazir Advisors,Business Research,Mumbai,"₹ 7,000 /month"
The Bangalore Studio The Nation's Pride,Chartered Accountancy (CA),Chandigarh,"₹ 15,000 /month"
McKinley & Rice Creativity Private Limited,Finance,Jaipur,"₹ 5,000-8,000 /month"
Triangular Dots,Marketing,Delhi,"₹ 10,000 /month"
Nuin Wellness Private Limited,Marketing,Indore,"₹ 5,000 /month"
Sayali Israni,Fashion Design And Merchandising,Noida,"₹ 8,000 lump sum"
Afreen Shaikh,Business Development (Sales),Gurgaon,"₹ 10,000 /month"
Nishesh Enterprises,Business Research,Work From Home,"₹ 1,000 /month"
Binary Systems Private Limited,Corporate Sales,Mumbai,"₹ 12,000 /month"
Dask Polygranite Sheets,Video Editing/Making,Coimbatore,"₹ 5,000-15,000 /month"
FynTune Solution Private Limited,Reactjs Development,Bhopal,"₹ 12,000-18,000 /month"
Vedship Innovations Private Limited,Digital Marketing,Bangalore,"₹ 4,000 /month"
Fabriclore,Content Marketing,Work From Home,"₹ 5,000-7,000 /month"
RC MOTORS,Digital Marketing,Work From Home,"₹ 2,000-8,000 /month"
Purewatt Renewables Private Limited,Artificial Intelligence (AI),Work From Home,"₹ 15,000 /month"
Ankush Surana,Accounting & Tally,Work From Home,"₹ 5,000 /month"
My Propdiary,Inside Sales,Mumbai,"₹ 2,500 /month +  Incentives"
DIAC NOIDA,Graphic Design,Work From Home,"₹ 6,000 /month +  Incentives"
MANOGATAM PRIVATE LIMITED,Business Development (Sales),Navi Mumbai,"₹ 5,000 /month +  Incentives"
ZENZE Private Limited,Business Development (Sales),Kozhikode,"₹ 1,000 lump sum +  Incentives"
FUME,Dietetics/Nutrition,Mumbai,"₹ 5,000 /month +  Incentives"
Callify.ai,Social Media Marketing,Gurgaon,"₹ 20,000 /month"
Rashmi Devlopers,Business Development (Sales),Ahmedabad,"₹ 15,000 /month"
Habit Beverages,Menu & POS Management,Hyderabad,"₹ 2,500 /month"
Collective Artists Network,Market Research,Mumbai,"₹ 15,000 /month"
Serv India Consultants (SIC),Law/Legal,Work From Home,Unpaid
HL Infotech Private Limited,Sales Consultant,Delhi,"₹ 5,000 /month +  Incentives"
Smashbig Inc,Telecalling,Noida,"₹ 5,000-10,000 /month"
Smashbig Inc,WordPress Development,Gurgaon,"₹ 5,000-10,000 /month"
Smashbig Inc,Customer Service/Customer Support,Noida,"₹ 5,000-10,000 /month"
Smashbig Inc,Virtual Assistance,Bangalore,"₹ 5,000-10,000 /month"
Mobrevenu,Operations - Instagram,Gurgaon,"₹ 10,000 /month"
Ravi Ahirwar,Marketing,Gurgaon,"₹ 1,000-2,000 /month"
DeepThought Edutech Ventures Private Limited,Data Science,Work From Home,"₹ 18,000 /month"
Quantta Analytics,Graphic Design,Hyderabad,"₹ 11,000 /month"
"Partify - All Things Birthday (Seattle, United States)",Data Curation And Labeling,Bangalore,"₹ 8,000 /month"
Wayspire Ed-Tech Private Limited,Business Development (Sales),Jaipur,"₹ 18,000 /month +  Incentives"
Havelock Entertainment Private Limited,Telecalling,Bangalore,"₹ 5,000 /month"
Emitrr,UI/UX Design,Work From Home,"₹ 15,000 /month"
Adzdrio,Lead Generation,Work From Home,"₹ 12,000 /month"
Ekplate,Business Development (Sales),Work From Home,"₹ 5,000 /month +  Incentives"
Stareout Games,Artificial Intelligence (AI),Pune,"₹ 7,500-15,000 /month"
YesVini Technologies,Human Resources (HR),Work From Home,"₹ 5,000 /month +  Incentives"
"Gaba Telepsychiatry (New York, United States)",Graphic Design,Work From Home,"₹ 20,000-40,000 /month"
Flipthedeals,Digital Marketing And SEO,Pune,"₹ 1,000 /month"
BluOrigin Media,Marketing And Sales,Work From Home,"₹ 2,500 /month"
Vitalite Media,Video Editing/Making,Bangalore,"₹ 5,000 /month"
Material Intelligence Lab,Mechanical Engineering,Delhi,"₹ 10,000 /month"
EDUHOLIC,Customer Acquisition,Patna,"₹ 2,000 /month +  Incentives"
MAG Consultancy,Sustainable Architecture,Work From Home,"₹ 8,000 /month"
Wealthovation Global Private Limited,Business Development (Sales),Mumbai,"₹ 2,000 /month +  Incentives"
MOVIESR.NET,Content Writing,Work From Home,"₹ 4,000 /month +  Incentives"
APSK Production & Entertainment Private Limited,Human Resources (HR),Pune,"₹ 8,000-12,000 /month"
Mystro,Accounting & Tally,Gurgaon,"₹ 5,000-8,000 /month"
Narigiri's Connect To Universe Private Limited,Online World History Tutoring,Bangalore,"₹ 1,500-8,000 /month"
Narigiri's Connect To Universe Private Limited,Online Quantum Geographic Information System Tutoring,Work From Home,"₹ 1,500-8,000 /month"
HappiMynd,General Management,Delhi,"₹ 1,000-2,000 /month"
HappiMynd,Market Research,Mumbai,"₹ 1,000-2,000 lump sum"
Narigiri's Connect To Universe Private Limited,Online Western Vocals Tutoring,Navi Mumbai,"₹ 1,500-8,000 /month"
Narigiri's Connect To Universe Private Limited,Online Carnatic Vocals Tutoring,Belapur,"₹ 1,500-8,000 /month"
"Menlo Park Lab (Vancouver, Canada)",ML Research And Open-Source Development,Work From Home,"₹ 5,000 /month"
Badgefree,Sales,Work From Home,"₹ 20,000 /month"
KAN Universal Private Limited,Marketing,Delhi,"₹ 15,000-25,000 /month"
Dolta LLP,Lead Generation,Work From Home,"₹ 15,000 /month +  Incentives"
Priyanka Housing Consultants,Digital Marketing,Delhi,"₹ 12,000 /month"
UNIO Labs,Business Development (Sales),Mumbai,"₹ 10,000 /month"
One Place Solar,Digital Marketing,Work From Home,"₹ 5,000 /month"
Bansal Garg & Company,Accounting & Bookkeeping,Work From Home,"₹ 10,000-15,000 /month"
Blendstop,Graphic Design,Jaipur,"₹ 8,000 /month"
M-Kris Electric,Embedded Systems,Nashik,"₹ 18,000 /month"
KSP Solutions & Assessment Private Limited,Social Media Marketing,Mumbai,"₹ 1,000 /month"
PixalSoft,Customer Service/Customer Support,Gurgaon,"₹ 12,500 /month"
Vertechno,Digital Marketing,Pune,"₹ 3,000 /month"
TruelyMarry,Business Development (Sales),Chennai,"₹ 3,000 /month"
NxtJob,Business Development (Sales),Mumbai,"₹ 5,000-10,000 /month"
Raah Enterprises,Video Editing/Making,Mumbai,"₹ 6,000-20,000 /month"
Rajasthan Studio,Content Writing,Chennai,"₹ 10,000 /month"
Nikhil Kumar,Digital Marketing,Bangalore,"₹ 1,000 /month"
Bijon Trading Private Limited (Genotek),Business Consultant,Work From Home,"₹ 8,000-12,000 /month"
Kridva Private Limited,Photography,Delhi,"₹ 4,000-5,000 /month"
Rooftop,Social Media Marketing,Gurgaon,"₹ 10,000 /month"
Happiness Plans,Travel & Tourism,South,"₹ 5,000-10,000 /month"
Vineet Chanana,Social Media Management | Account Management,Mumbai,"₹ 3,000 /month"
CaptureATrip India Private Limited,Search Engine Optimization (SEO),Delhi,"₹ 6,000-8,000 /month"
Bijon Trading Private Limited (Genotek),Lead Generation,Thane,"₹ 8,000-12,000 /month"
Global Link Holidays,Travel Consultant,Work From Home,"₹ 8,000-10,000 /month"
Junk Professionals,Content Writing,Mumbai,"₹ 5,000 /month"
DigiCrom Sol,Content Writing,Gurgaon,"₹ 10,000 /month"
Templatolio,Digital Ads/Performance Marketing,Gurgaon,"₹ 10,000 /month"
Alfa Tech Enterprises,E-Commerce Sales,Bangalore,"₹ 5,000 /month"
Sigaram Technologies,Social Media Marketing,Nashik,"₹ 15,000 /month"
The Spark Exhibition,Marketing,Mumbai,"₹ 3,000 /month +  Incentives"
Awktopus,Overall Management,Pune,"₹ 4,000 /month"
Hudle,Sports Operations,Mumbai,"₹ 15,000 /month"
TraviYO,Digital Marketing,Mumbai,"₹ 7,000-8,000 /month"
DeeYin Corporation,Event Management,Work From Home,"₹ 8,000 /month"
Skillarena Education Technologies,Sales,Bangalore,"₹ 5,000 lump sum +  Incentives"
Nexum Digital,Search Engine Optimization (SEO),Surat,"₹ 2,500 /month"
Capsicum Mediaworks,Social Media Marketing,Thane,"₹ 7,500 /month"
M'eating Square,Social Media Marketing,Navi Mumbai,"₹ 3,000 /month"
Epicminds Information Technology,.NET Development,Mumbai,"₹ 10,000 /month"
SG People Trust,Human Resources (HR),Jaipur,Unpaid
Skillbuz,Marketing,Work From Home,"₹ 6,000 /month"
Hubwelt Global Private Limited,Digital Marketing,Gunupur,"₹ 5,000-10,000 /month"
Anfield Home,Content Writing,Hyderabad,"₹ 2,000 /month"
Market Research Future Pvt. Ltd.,Search Engine Optimization (SEO),Work From Home,"₹ 5,000 /month"
Ludo Ventures Private Limited,Business Development (Sales),Noida,"₹ 8,000-12,000 /month"
Roseknot Events,Accounting,Bangalore,"₹ 8,000-10,000 /month"
Truly IAS,UX/UI Design,Work From Home,"₹ 10,000 /month"
Skin Elements,Human Resources (HR),Work From Home,"₹ 15,000 /month"
Projexel Foundation,Project Management,Mumbai,Unpaid
TEAMCORE EVENTS,Telecalling,Mumbai,"₹ 31,500 lump sum"
Across The Globe (ATG),Data Entry,Work From Home,"₹ 1,000-1,500 /month"
Incube,Video Editing/Making,Mumbai,"₹ 8,000 /month"
EcoVcraft (Fashiana Craft LLP),Operations,Noida,"₹ 8,000-12,000 /month"
VrdhiRath Solutions,Chartered Accountancy (CA),Thane,"₹ 10,000-20,000 /month"
Embedkari Systems (OPC) Private Limited,Business Development (Sales),Work From Home,"₹ 3,000 /month +  Incentives"
Ekitai Solutions,Recruitment,Work From Home,"₹ 10,000 /month"
ES Technologies Private Limited,Business Development (Sales),Work From Home,"₹ 5,000 /month"
Zartek,Content Creation (Video),Work From Home,"₹ 10,000 /month"
Playzone Media Management,Business Development (Sales),Gurgaon,"₹ 5,000 /month"
Manikanta Belde Inc,Social Media Marketing,Work From Home,"₹ 1,000 /month +  Incentives"
Bombay Softwares,Sales,Hyderabad,"₹ 10,000 /month"
Shruti Veer,Graphic Design,Work From Home,"₹ 2,000-2,500 /month"
Cyboard - The Online School,Content Writing,Work From Home,"₹ 12,000 /month"
McCann Worldgroup,Client Servicing,Gurgaon,"₹ 10,000 /month"
Futuratech Platform Pvt Ltd,Mobile App Development,Noida,"₹ 8,000 /month"
Trace Next,Recruitment Consultant,Delhi,"₹ 14,000 /month"
Social Team,Reel Acting For Content Creation,Ghaziabad,"₹ 1,000 /month"
Finex Media Services,Social Media Marketing,Gurgaon,"₹ 1,000-5,000 /month"
ShopOut,Business Development (Sales),Greater Noida,"₹ 15,000-30,000 /month"
ChefKart,Visual Design,Faridabad,"₹ 15,000-20,000 /month"
Hawk Digital Agency,Facebook Marketing,Work From Home,"₹ 3,000 /month"
Sportskeeda,Search Engine Optimization (SEO),Noida,"₹ 8,000-10,000 /month"
B B Advisory,Marketing,Mumbai,"₹ 2,000-8,000 /month"
Kanchan Aidasani,Content Writing,Work From Home,"₹ 2,000 /month +  Incentives"
Goodera,Supply Chain & Logistics Operations,Delhi,"₹ 20,000-25,000 /month"
Evogue Media LLP,Human Resources (HR),Work From Home,"₹ 7,000-10,000 /month"
"Kristina Kalvet (Tallinn, Estonia)",Social Media And Research,Work From Home,"₹ 2,000-5,000 /month"
Eduavenir Solution LLP,Photography,Work From Home,"₹ 6,000-8,000 /month"
Vibes Good,Marketing,Work From Home,"₹ 8,000 /month"
Tech Analogy,Content Writing,Vadodara,"₹ 1,000 /month"
Def X,Business Development (Sales),Work From Home,"₹ 7,500 /month"
Indian Youth Congress,Operations,Delhi,"₹ 10,000 /month"
HRL Infotechs Private Limited,Social Media Marketing,Work From Home,"₹ 5,000-8,000 /month"
MarQ Global,Video Editing/Making,Work From Home,"₹ 1,000 /month"
WEBYAPAR SOLUTIONS PVT. LTD.,Full Stack Development,Noida,"₹ 14,000 /month"
OffDuty India,Influencer Marketing,Mumbai,"₹ 8,000 /month"
The Space Interio,Operations,Work From Home,"₹ 8,000-12,000 /month"
Zinque Patisserie,E-Commerce Marketing,Work From Home,"₹ 10,000 /month"
Dispose Easy,Graphic Design,Work From Home,"₹ 8,000-10,000 /month"
Augmetic Infinite LLP,Business Development (Sales),Work From Home,"₹ 5,000 /month"
Elanine Creatives LLP,Graphic Design and Video Editing,Work From Home,"₹ 3,000 /month"
Freecharge Payments Technology Private Limited,Recruitment,Work From Home,"₹ 7,500-15,000 /month"
IStreamo Galaxy Private Limited (WowTalent),Campus Ambassador,Work From Home,Performance Based
Bytecube Techsolutions Private Limited.,Campus Ambassador,Delhi,Performance Based
GoMedii Technologies,Telecalling,Delhi,"₹ 15,000 /month"
She Can Foundation,Campus Ambassador,Work From Home,Performance Based
Impact Guru Foundation,Human Resources (HR),Delhi,"₹ 8,000 /month"
NovosEdge Private Limited,Agronomy,Hyderabad,"₹ 1,000-3,000 /month"
NayePankh Foundation,Campus Ambassador,Work From Home,Performance Based
WorkPlayDash,Social Media Marketing,Haridwar,"₹ 10,000-12,000 /month"
Convergence IT Services Private Limited,Content Writing,Roorkee Sub-District,"₹ 10,000 /month"
Rainbow Media House,Social Media Marketing,Roorkee,"₹ 5,000 /month"
FactoryJet Private Limited,Digital Marketing,Faridabad,"₹ 5,000 /month"
NayePankh Foundation,Fundraising,Work From Home,20% of Total Amount Raised
IITM PRAVARTAK,Talent Acquisition,Jaipur,"₹ 6,000-12,000 /month"
She Can Foundation,Tele Fundraising,Work From Home,20% of Total Amount Raised
KompiTech,Customer Service & Support,Work From Home,"₹ 8,000 /month"
Observe AI,Recruitment,Mumbai,"₹ 45,000 /month"
NWORX,Client Servicing,Jaipur,"₹ 12,000 /month"
Cyboard - The Online School,Content Writing,Indore,"₹ 12,000 /month"
Simbal Studios,Social Media Marketing,Work From Home,"₹ 5,000 /month"
Delberto,E-Commerce Business Management,Faridabad,"₹ 2,000 /month +  Incentives"
Gypsy Moth LLP,Social Media Marketing,Work From Home,"₹ 10,000 /month"
She Can Foundation,Winter Internship (Social Sector),Delhi,Unpaid
CashurDRIVE,Data Entry,Work From Home,"₹ 10,000 /month"
Ayurashish Innovations Private Limited,Video Editing/Making,Indore,"₹ 5,000-8,000 /month"
NG Digital Solutions,Graphic Design,Work From Home,"₹ 10,000 /month"
Alfa Tech Enterprises,Business Development (Sales),Work From Home,"₹ 8,000 /month +  Incentives"
Adopted Dogs Of India,Video Editing/Making,Work From Home,"₹ 4,000 /month +  Incentives"
